k_value,rec_avg_estimate,rec_se,rec_execution_time,actual_cardinality
8,8337.516863339382,0.35355339059327373,2.3662699699401855,9425
16,10502.074014644822,0.25,4.936343669891357,9425
32,16019.28408296197,0.17677669529663687,8.03210973739624,9425
64,15007.27123863473,0.125,15.783070945739746,9425
128,10392.538704895647,0.08838834764831843,115.8744068145752,9425
